"date","week","ccLabel","day_count","lTemp","sdPos","tank","trt","water","ind","log.sdPos","log.lTemp","day_number","log.day_number"
"10/24/2019","week1","tank4_heating_no_Yellow","D1",16.07963021,1.22474487139159,"tank4","heating","no","Yellow",0.202732554054082,2.77755326659584,1,0
"10/24/2019","week1","tank3_heating_no_Yellow","D1",16.09583115,1.22474487139159,"tank3","heating","no","Yellow",0.202732554054082,2.77856030367841,1,0
"10/24/2019","week1","tank2_control_yes_Yellow","D1",16.5251405966667,1.30384048104053,"tank2","control","yes","Yellow",0.265314125531085,2.80488289382057,1,0
"10/24/2019","week1","tank2_control_no_Yellow","D1",16.8149985566667,1.94935886896179,"tank2","control","no","Yellow",0.66750053336617,2.82227125935617,1,0
"10/24/2019","week1","tank1_control_yes_Yellow","D1",16.99533835,1.22474487139159,"tank1","control","yes","Yellow",0.202732554054082,2.83293909174661,1,0
"10/24/2019","week1","tank1_control_no_Yellow","D1",16.3690810266667,2.12132034355964,"tank1","control","no","Yellow",0.752038698388137,2.79539425215709,1,0
"10/25/2019","week1","tank3_heating_yes_Yellow","D2",15.9418602066667,1.22474487139159,"tank3","heating","yes","Yellow",0.202732554054082,2.7689483670968,2,0.693147180559945
"10/25/2019","week1","tank2_control_yes_Yellow","D2",16.6612144066667,1.22474487139159,"tank2","control","yes","Yellow",0.202732554054082,2.81308352763951,2,0.693147180559945
"10/25/2019","week1","tank2_control_no_Yellow","D2",16.83428366,1.30384048104053,"tank2","control","no","Yellow",0.265314125531085,2.82341750106918,2,0.693147180559945
"10/25/2019","week1","tank1_control_no_Yellow","D2",16.1835317133333,2.30217288664427,"tank1","control","no","Yellow",0.833853410279038,2.78399416428451,2,0.693147180559945
"10/26/2019","week1","tank4_heating_no_Yellow","D3",16.2524595,1.92353840616713,"tank4","heating","no","Yellow",0.65416640982509,2.78824425116906,3,1.09861228866811
"10/26/2019","week1","tank3_heating_yes_Yellow","D3",15.94827614,1.51657508881031,"tank3","heating","yes","Yellow",0.416454561467552,2.76935074439303,3,1.09861228866811
