DateTime,Temp
8/7/2020 17:00,24.58
8/7/2020 17:15,24.11
8/7/2020 17:30,23.59
8/7/2020 17:45,23.34
8/7/2020 18:00,23.12
8/7/2020 18:15,22.99
8/7/2020 18:30,22.95
8/7/2020 18:45,22.99
8/7/2020 19:00,23.08
8/7/2020 19:15,23.16
8/7/2020 19:30,23.21
8/7/2020 19:45,23.42
8/7/2020 20:00,23.46
8/7/2020 20:15,23.51
8/7/2020 20:30,23.46
8/7/2020 20:45,23.34
8/7/2020 21:00,23.16
8/7/2020 21:15,22.99
8/7/2020 21:30,22.78
8/7/2020 21:45,22.56
8/7/2020 22:00,22.39
8/7/2020 22:15,22.26
8/7/2020 22:30,22.13
8/7/2020 22:45,21.96
8/7/2020 23:00,21.83
8/7/2020 23:15,21.66
8/7/2020 23:30,21.58
8/7/2020 23:45,21.45
8/8/2020 0:00,21.32
8/8/2020 0:15,21.19
8/8/2020 0:30,21.15
8/8/2020 0:45,21.02
8/8/2020 1:00,20.93
8/8/2020 1:15,20.76
8/8/2020 1:30,20.72
8/8/2020 1:45,20.63
8/8/2020 2:00,20.5
8/8/2020 2:15,20.46
8/8/2020 2:30,20.37
8/8/2020 2:45,20.33
8/8/2020 3:00,20.25
8/8/2020 3:15,20.16
8/8/2020 3:30,20.03
8/8/2020 3:45,19.99
8/8/2020 4:00,19.95
8/8/2020 4:15,19.82
8/8/2020 4:30,19.77
8/8/2020 4:45,20.42
8/8/2020 5:00,20.8
8/8/2020 5:15,20.93
8/8/2020 5:30,21.06
8/8/2020 5:45,21.1
8/8/2020 6:00,21.15
8/8/2020 6:15,21.19
8/8/2020 6:30,21.23
8/8/2020 6:45,21.23
8/8/2020 7:00,21.23
8/8/2020 7:15,21.28
8/8/2020 7:30,21.23
8/8/2020 7:45,21.23
8/8/2020 8:00,21.19
8/8/2020 8:15,21.23
8/8/2020 8:30,21.19
8/8/2020 8:45,21.28
8/8/2020 9:00,21.49
8/8/2020 9:15,21.96
8/8/2020 9:30,22.39
8/8/2020 9:45,22.78
8/8/2020 10:00,23.21
8/8/2020 10:15,23.68
8/8/2020 10:30,24.15
8/8/2020 10:45,24.79
8/8/2020 11:00,25.39
8/8/2020 11:15,25.91
8/8/2020 11:30,26.51
8/8/2020 11:45,27.07
8/8/2020 12:00,27.63
8/8/2020 12:15,28.44
8/8/2020 12:30,28.87
8/8/2020 12:45,28.95
8/8/2020 13:00,29.43
8/8/2020 13:15,29.86
8/8/2020 13:30,30.28
8/8/2020 13:45,30.63
8/8/2020 14:00,30.93
8/8/2020 14:15,31.23
8/8/2020 14:30,31.1
8/8/2020 14:45,31.14
8/8/2020 15:00,31.19
8/8/2020 15:15,31.4
8/8/2020 15:30,31.7
8/8/2020 15:45,31.87
8/8/2020 16:00,31.96
8/8/2020 16:15,32
8/8/2020 16:30,32.13
8/8/2020 16:45,31.79
8/8/2020 17:00,27.88
8/8/2020 17:15,25.69
8/8/2020 17:30,24.71
8/8/2020 17:45,24.19
8/8/2020 18:00,23.98
8/8/2020 18:15,23.64
8/8/2020 18:30,23.42
8/8/2020 18:45,23.29
8/8/2020 19:00,23.16
8/8/2020 19:15,23.08
8/8/2020 19:30,23.08
8/8/2020 19:45,23.08
8/8/2020 20:00,23.12
8/8/2020 20:15,23.25
8/8/2020 20:30,23.46
8/8/2020 20:45,23.46
