DateTime,Temp
8/11/2020 3:15,22.05
8/11/2020 3:30,21.96
8/11/2020 3:45,21.96
8/11/2020 4:00,21.96
8/11/2020 4:15,21.79
8/11/2020 4:30,21.62
8/11/2020 4:45,21.66
8/11/2020 5:00,21.62
8/11/2020 5:15,21.62
8/11/2020 5:30,21.62
8/11/2020 5:45,21.62
8/11/2020 6:00,21.7
8/11/2020 6:15,21.45
8/11/2020 6:30,22.13
8/11/2020 6:45,22.22
8/11/2020 7:00,22.18
8/11/2020 7:15,22.22
8/11/2020 7:30,22.22
8/11/2020 7:45,22.22
8/11/2020 8:00,22.26
8/11/2020 8:15,22.26
8/11/2020 8:30,22.31
8/11/2020 8:45,22.35
8/11/2020 9:00,22.39
8/11/2020 9:15,22.39
8/11/2020 9:30,22.43
8/11/2020 9:45,22.56
8/11/2020 10:00,22.78
8/11/2020 10:15,23.21
8/11/2020 10:30,24.66
8/11/2020 10:45,25.31
8/11/2020 11:00,24.36
8/11/2020 11:15,24.32
8/11/2020 11:30,24.36
8/11/2020 11:45,24.54
8/11/2020 12:00,24.66
8/11/2020 12:15,25.09
8/11/2020 12:30,25.52
8/11/2020 12:45,25.39
8/11/2020 13:00,25.52
8/11/2020 13:15,25.35
8/11/2020 13:30,25.65
8/11/2020 13:45,25.48
8/11/2020 14:00,25.82
8/11/2020 14:15,25.82
8/11/2020 14:30,25.74
8/11/2020 14:45,25.48
8/11/2020 15:00,25.61
8/11/2020 15:15,25.61
8/11/2020 15:30,25.35
8/11/2020 15:45,25.61
8/11/2020 16:00,25.91
8/11/2020 16:15,26.68
8/11/2020 16:30,29
8/11/2020 16:45,30.59
8/11/2020 17:00,35.99
8/11/2020 17:15,38.31
8/11/2020 17:30,39.34
8/11/2020 17:45,38.86
8/11/2020 18:00,37.45
8/11/2020 18:15,36.55
8/11/2020 18:30,32.99
8/11/2020 18:45,24.06
8/11/2020 19:00,23.03
8/11/2020 19:15,22.86
8/11/2020 19:30,22.82
8/11/2020 19:45,22.73
8/11/2020 20:00,22.73
8/11/2020 20:15,22.69
8/11/2020 20:30,22.65
8/11/2020 20:45,22.69
8/11/2020 21:00,22.73
8/11/2020 21:15,22.91
8/11/2020 21:30,23.34
8/11/2020 21:45,23.55
8/11/2020 22:00,23.42
8/11/2020 22:15,22.73
8/11/2020 22:30,21.96
8/11/2020 22:45,22.39
8/11/2020 23:00,22.22
8/11/2020 23:15,22.13
8/11/2020 23:30,22.01
8/11/2020 23:45,21.75
8/12/2020 0:00,21.36
8/12/2020 0:15,21.28
8/12/2020 0:30,21.23
8/12/2020 0:45,21.32
8/12/2020 1:00,21.02
8/12/2020 1:15,20.55
8/12/2020 1:30,20.8
8/12/2020 1:45,21.53
8/12/2020 2:00,21.49
8/12/2020 2:15,21.88
8/12/2020 2:30,21.66
8/12/2020 2:45,21.66
8/12/2020 3:00,21.53
8/12/2020 3:15,21.4
8/12/2020 3:30,21.4
8/12/2020 3:45,21.28
8/12/2020 4:00,21.06
8/12/2020 4:15,21.02
8/12/2020 4:30,20.76
8/12/2020 4:45,20.5
8/12/2020 5:00,19.99
8/12/2020 5:15,19.73
8/12/2020 5:30,19.56
8/12/2020 5:45,19.43
8/12/2020 6:00,19.43
8/12/2020 6:15,19.39
8/12/2020 6:30,19.47
8/12/2020 6:45,20.63
8/12/2020 7:00,21.32
8/12/2020 7:15,22.01
8/12/2020 7:30,22.22
8/12/2020 7:45,22.22
8/12/2020 8:00,22.26
8/12/2020 8:15,22.26
8/12/2020 8:30,22.26
8/12/2020 8:45,22.35
8/12/2020 9:00,22.43
8/12/2020 9:15,22.52
8/12/2020 9:30,22.52
8/12/2020 9:45,22.61
8/12/2020 10:00,22.78
8/12/2020 10:15,22.91
8/12/2020 10:30,23.21
8/12/2020 10:45,23.76
8/12/2020 11:00,24.92
8/12/2020 11:15,26.04
8/12/2020 11:30,27.37
8/12/2020 11:45,27.67
8/12/2020 12:00,28.14
8/12/2020 12:15,27.84
8/12/2020 12:30,27.24
8/12/2020 12:45,27.45
8/12/2020 13:00,27.32
8/12/2020 13:15,28.1
8/12/2020 13:30,28.74
8/12/2020 13:45,29.43
8/12/2020 14:00,29.94
8/12/2020 14:15,30.93
8/12/2020 14:30,31.19
8/12/2020 14:45,31.1
8/12/2020 15:00,31.36
8/12/2020 15:15,31.74
8/12/2020 15:30,33.03
8/12/2020 15:45,34.23
8/12/2020 16:00,34.7
8/12/2020 16:15,35.99
8/12/2020 16:30,37.28
8/12/2020 16:45,37.41
8/12/2020 17:00,37.84
8/12/2020 17:15,38.35
8/12/2020 17:30,39.47
8/12/2020 17:45,39.47
8/12/2020 18:00,38.78
8/12/2020 18:15,38.09
8/12/2020 18:30,37.28
8/12/2020 18:45,36.72
8/12/2020 19:00,36.68
8/12/2020 19:15,31.27
8/12/2020 19:30,24.66
8/12/2020 19:45,23.51
8/12/2020 20:00,23.29
8/12/2020 20:15,23.25
8/12/2020 20:30,23.25
8/12/2020 20:45,23.21
8/12/2020 21:00,23.21
8/12/2020 21:15,23.12
8/12/2020 21:30,23.16
8/12/2020 21:45,23.25
8/12/2020 22:00,23.51
8/12/2020 22:15,23.89
8/12/2020 22:30,23.81
8/12/2020 22:45,23.68
8/12/2020 23:00,23.72
8/12/2020 23:15,23.29
8/12/2020 23:30,23.12
8/12/2020 23:45,23.29
8/13/2020 0:00,23.21
8/13/2020 0:15,23.34
8/13/2020 0:30,23.25
8/13/2020 0:45,23.25
8/13/2020 1:00,23.21
8/13/2020 1:15,23.21
8/13/2020 1:30,23.08
8/13/2020 1:45,22.86
8/13/2020 2:00,22.69
8/13/2020 2:15,22.61
8/13/2020 2:30,22.52
8/13/2020 2:45,22.43
8/13/2020 3:00,22.35
8/13/2020 3:15,22.35
8/13/2020 3:30,22.39
8/13/2020 3:45,22.05
8/13/2020 4:00,21.83
8/13/2020 4:15,21.83
8/13/2020 4:30,21.66
8/13/2020 4:45,21.49
8/13/2020 5:00,21.45
8/13/2020 5:15,21.19
8/13/2020 5:30,20.85
8/13/2020 5:45,20.63
8/13/2020 6:00,20.5
8/13/2020 6:15,20.33
8/13/2020 6:30,20.46
8/13/2020 6:45,20.8
8/13/2020 7:00,21.28
8/13/2020 7:15,21.4
8/13/2020 7:30,21.7
8/13/2020 7:45,21.92
8/13/2020 8:00,22.18
8/13/2020 8:15,22.56
8/13/2020 8:30,22.69
8/13/2020 8:45,22.69
8/13/2020 9:00,22.73
8/13/2020 9:15,22.69
8/13/2020 9:30,22.78
8/13/2020 9:45,22.82
8/13/2020 10:00,22.91
8/13/2020 10:15,23.03
8/13/2020 10:30,23.12
8/13/2020 10:45,23.16
8/13/2020 11:00,23.29
8/13/2020 11:15,23.59
8/13/2020 11:30,23.89
8/13/2020 11:45,24.97
8/13/2020 12:00,25.57
8/13/2020 12:15,25.18
8/13/2020 12:30,26.85
8/13/2020 12:45,27.54
8/13/2020 13:00,28.14
8/13/2020 13:15,28.61
8/13/2020 13:30,28.78
8/13/2020 13:45,28.78
8/13/2020 14:00,29
8/13/2020 14:15,28.53
8/13/2020 14:30,28.61
8/13/2020 14:45,28.83
8/13/2020 15:00,29.13
8/13/2020 15:15,27.71
8/13/2020 15:30,28.48
8/13/2020 15:45,29
8/13/2020 16:00,29.21
8/13/2020 16:15,30.54
8/13/2020 16:30,30.37
8/13/2020 16:45,30.59
8/13/2020 17:00,31.7
