DateTime,Temp
8/7/2020 17:00,25.09
8/7/2020 17:15,24.49
8/7/2020 17:30,24.02
8/7/2020 17:45,23.68
8/7/2020 18:00,23.38
8/7/2020 18:15,23.21
8/7/2020 18:30,23.16
8/7/2020 18:45,23.21
8/7/2020 19:00,23.25
8/7/2020 19:15,23.29
8/7/2020 19:30,23.34
8/7/2020 19:45,23.46
8/7/2020 20:00,23.55
8/7/2020 20:15,23.55
8/7/2020 20:30,23.46
8/7/2020 20:45,23.34
8/7/2020 21:00,23.12
8/7/2020 21:15,22.91
8/7/2020 21:30,22.78
8/7/2020 21:45,22.52
8/7/2020 22:00,22.35
8/7/2020 22:15,22.18
8/7/2020 22:30,22.05
8/7/2020 22:45,21.83
8/7/2020 23:00,21.7
8/7/2020 23:15,21.62
8/7/2020 23:30,21.49
8/7/2020 23:45,21.28
8/8/2020 0:00,21.23
8/8/2020 0:15,21.06
8/8/2020 0:30,20.98
8/8/2020 0:45,20.85
8/8/2020 1:00,20.8
8/8/2020 1:15,20.63
8/8/2020 1:30,20.55
8/8/2020 1:45,20.46
8/8/2020 2:00,20.37
8/8/2020 2:15,20.33
8/8/2020 2:30,20.25
8/8/2020 2:45,20.12
8/8/2020 3:00,20.07
8/8/2020 3:15,19.99
8/8/2020 3:30,19.9
8/8/2020 3:45,19.86
8/8/2020 4:00,19.73
8/8/2020 4:15,19.65
8/8/2020 4:30,19.6
8/8/2020 4:45,20.16
8/8/2020 5:00,20.63
8/8/2020 5:15,20.8
8/8/2020 5:30,20.93
8/8/2020 5:45,20.98
8/8/2020 6:00,21.1
8/8/2020 6:15,21.1
8/8/2020 6:30,21.15
8/8/2020 6:45,21.15
8/8/2020 7:00,21.19
8/8/2020 7:15,21.19
8/8/2020 7:30,21.19
8/8/2020 7:45,21.19
8/8/2020 8:00,21.19
8/8/2020 8:15,21.19
8/8/2020 8:30,21.19
8/8/2020 8:45,21.23
8/8/2020 9:00,21.45
8/8/2020 9:15,21.88
8/8/2020 9:30,22.52
8/8/2020 9:45,23.08
