"date","day","temp","time","tank","day_tank","pot","treatment","stand_water","individual","line_length","deltaL","datetime","week","labels_datetime","Temperature","ccLabel"
"11/1/2019","D1",30,"17:30","tank3","D1_H2","HNW","heating","no","White",230,-1,"11/1/2019 17:30","week2","tank3_heating_no_11/1/2019 17:30",24.71518114,"tank3_heating_no_White"
"11/1/2019","D1",30,"17:30","tank2","D1_C2","CW","control","yes","White",227,4,"11/1/2019 17:30","week2","tank2_control_yes_11/1/2019 17:30",16.3534284,"tank2_control_yes_White"
"11/1/2019","D1",30,"17:30","tank2","D1_C2","CNW","control","no","White",228,0,"11/1/2019 17:30","week2","tank2_control_no_11/1/2019 17:30",16.33287099,"tank2_control_no_White"
"11/1/2019","D1",30,"17:30","tank1","D1_C1","CW","control","yes","White",221,2,"11/1/2019 17:30","week2","tank1_control_yes_11/1/2019 17:30",16.29974922,"tank1_control_yes_White"
"11/1/2019","D1",30,"17:30","tank1","D1_C1","CNW","control","no","White",226,2,"11/1/2019 17:30","week2","tank1_control_no_11/1/2019 17:30",15.60448989,"tank1_control_no_White"
"11/2/2019","D2",30,"17:30","tank4","D2_H1","HW","heating","yes","White",228,1,"11/2/2019 17:30","week2","tank4_heating_yes_11/2/2019 17:30",18.55627304,"tank4_heating_yes_White"
"11/2/2019","D2",30,"17:30","tank4","D2_H1","HNW","heating","no","White",221,-3,"11/2/2019 17:30","week2","tank4_heating_no_11/2/2019 17:30",18.39682289,"tank4_heating_no_White"
"11/2/2019","D2",30,"17:30","tank3","D2_H2","HW","heating","yes","White",226,-10,"11/2/2019 17:30","week2","tank3_heating_yes_11/2/2019 17:30",18.73278955,"tank3_heating_yes_White"
"11/2/2019","D2",30,"17:30","tank3","D2_H2","HNW","heating","no","White",228,-2,"11/2/2019 17:30","week2","tank3_heating_no_11/2/2019 17:30",18.09698038,"tank3_heating_no_White"
"11/2/2019","D2",30,"17:30","tank2","D2_C2","CW","control","yes","White",223,1,"11/2/2019 17:30","week2","tank2_control_yes_11/2/2019 17:30",16.62557603,"tank2_control_yes_White"
"11/2/2019","D2",30,"17:30","tank2","D2_C2","CNW","control","no","White",228,0,"11/2/2019 17:30","week2","tank2_control_no_11/2/2019 17:30",16.68964539,"tank2_control_no_White"
"11/2/2019","D2",30,"17:30","tank1","D2_C1","CW","control","yes","White",220,1,"11/2/2019 17:30","week2","tank1_control_yes_11/2/2019 17:30",16.53054377,"tank1_control_yes_White"
"11/2/2019","D2",30,"17:30","tank1","D2_C1","CNW","control","no","White",226,1,"11/2/2019 17:30","week2","tank1_control_no_11/2/2019 17:30",16.00757978,"tank1_control_no_White"
"11/3/2019","D3",30,"17:30","tank4","D3_H1","HW","heating","yes","White",229,5,"11/3/2019 17:30","week2","tank4_heating_yes_11/3/2019 17:30",18.39207588,"tank4_heating_yes_White"
"11/3/2019","D3",30,"17:30","tank4","D3_H1","HNW","heating","no","White",222,-2,"11/3/2019 17:30","week2","tank4_heating_no_11/3/2019 17:30",18.4352294,"tank4_heating_no_White"
"11/3/2019","D3",30,"17:30","tank3","D3_H2","HW","heating","yes","White",225,-10,"11/3/2019 17:30","week2","tank3_heating_yes_11/3/2019 17:30",19.1562409,"tank3_heating_yes_White"
"11/3/2019","D3",30,"17:30","tank3","D3_H2","HNW","heating","no","White",228,-1,"11/3/2019 17:30","week2","tank3_heating_no_11/3/2019 17:30",18.11619142,"tank3_heating_no_White"
"11/3/2019","D3",30,"17:30","tank2","D3_C2","CW","control","yes","White",225,2,"11/3/2019 17:30","week2","tank2_control_yes_11/3/2019 17:30",16.52838045,"tank2_control_yes_White"
"11/3/2019","D3",30,"17:30","tank2","D3_C2","CNW","control","no","White",229,-1,"11/3/2019 17:30","week2","tank2_control_no_11/3/2019 17:30",16.7282156,"tank2_control_no_White"
"11/3/2019","D3",30,"17:30","tank1","D3_C1","CW","control","yes","White",220,2,"11/3/2019 17:30","week2","tank1_control_yes_11/3/2019 17:30",16.53054377,"tank1_control_yes_White"
"11/3/2019","D3",30,"17:30","tank1","D3_C1","CNW","control","no","White",225,0,"11/3/2019 17:30","week2","tank1_control_no_11/3/2019 17:30",16.02677454,"tank1_control_no_White"
"11/4/2019","D4",30,"17:30","tank4","D4_H1","HW","heating","yes","White",226,0,"11/4/2019 17:30","week2","tank4_heating_yes_11/4/2019 17:30",18.19890276,"tank4_heating_yes_White"
"11/4/2019","D4",30,"17:30","tank4","D4_H1","HNW","heating","no","White",221,-1,"11/4/2019 17:30","week2","tank4_heating_no_11/4/2019 17:30",18.32000987,"tank4_heating_no_White"
"11/4/2019","D4",30,"17:30","tank3","D4_H2","HW","heating","yes","White",230,-5,"11/4/2019 17:30","week2","tank3_heating_yes_11/4/2019 17:30",18.63655061,"tank3_heating_yes_White"
"11/4/2019","D4",30,"17:30","tank3","D4_H2","HNW","heating","no","White",229,0,"11/4/2019 17:30","week2","tank3_heating_no_11/4/2019 17:30",18.1065859,"tank3_heating_no_White"
"11/4/2019","D4",30,"17:30","tank2","D4_C2","CW","control","yes","White",225,1,"11/4/2019 17:30","week2","tank2_control_yes_11/4/2019 17:30",16.59641736,"tank2_control_yes_White"
"11/4/2019","D4",30,"17:30","tank2","D4_C2","CNW","control","no","White",227,0,"11/4/2019 17:30","week2","tank2_control_no_11/4/2019 17:30",16.69928794,"tank2_control_no_White"
"11/4/2019","D4",30,"17:30","tank1","D4_C1","CW","control","yes","White",225,6,"11/4/2019 17:30","week2","tank1_control_yes_11/4/2019 17:30",16.54016021,"tank1_control_yes_White"
"11/4/2019","D4",30,"17:30","tank1","D4_C1","CNW","control","no","White",227,1,"11/4/2019 17:30","week2","tank1_control_no_11/4/2019 17:30",16.03637191,"tank1_control_no_White"
"11/5/2019","D5",30,"17:30","tank4","D5_H1","HW","heating","yes","White",231,4,"11/5/2019 17:30","week2","tank4_heating_yes_11/5/2019 17:30",18.30514798,"tank4_heating_yes_White"
"11/5/2019","D5",30,"17:30","tank4","D5_H1","HNW","heating","no","White",222,-2,"11/5/2019 17:30","week2","tank4_heating_no_11/5/2019 17:30",18.36801801,"tank4_heating_no_White"
"11/5/2019","D5",30,"17:30","tank3","D5_H2","HW","heating","yes","White",228,3,"11/5/2019 17:30","week2","tank3_heating_yes_11/5/2019 17:30",18.61730282,"tank3_heating_yes_White"
"11/5/2019","D5",30,"17:30","tank3","D5_H2","HNW","heating","no","White",231,-2,"11/5/2019 17:30","week2","tank3_heating_no_11/5/2019 17:30",18.01053074,"tank3_heating_no_White"
"11/5/2019","D5",30,"17:30","tank2","D5_C2","CW","control","yes","White",223,-1,"11/5/2019 17:30","week2","tank2_control_yes_11/5/2019 17:30",16.51866089,"tank2_control_yes_White"
"11/5/2019","D5",30,"17:30","tank2","D5_C2","CNW","control","no","White",230,-1,"11/5/2019 17:30","week2","tank2_control_no_11/5/2019 17:30",16.59321988,"tank2_control_no_White"
"11/5/2019","D5",30,"17:30","tank1","D5_C1","CW","control","yes","White",225,0,"11/5/2019 17:30","week2","tank1_control_yes_11/5/2019 17:30",16.50169446,"tank1_control_yes_White"
"11/5/2019","D5",30,"17:30","tank1","D5_C1","CNW","control","no","White",230,-1,"11/5/2019 17:30","week2","tank1_control_no_11/5/2019 17:30",16.03637191,"tank1_control_no_White"
"11/8/2019","D1",40,"10:30","tank4","D1_H1","HW","heating","yes","Red",227,0,"11/8/2019 10:30","week3","tank4_heating_yes_11/8/2019 10:30",16.48932059,"tank4_heating_yes_Red"
"11/8/2019","D1",40,"10:30","tank4","D1_H1","HNW","heating","no","Red",245,0,"11/8/2019 10:30","week3","tank4_heating_no_11/8/2019 10:30",16.7357414,"tank4_heating_no_Red"
"11/8/2019","D1",40,"10:30","tank3","D1_H2","HW","heating","yes","Red",221,0,"11/8/2019 10:30","week3","tank3_heating_yes_11/8/2019 10:30",16.76951512,"tank3_heating_yes_Red"
"11/8/2019","D1",40,"10:30","tank3","D1_H2","HNW","heating","no","Red",230,0,"11/8/2019 10:30","week3","tank3_heating_no_11/8/2019 10:30",16.56009777,"tank3_heating_no_Red"
"11/8/2019","D1",40,"10:30","tank2","D1_C2","CW","control","yes","Red",225,0,"11/8/2019 10:30","week3","tank2_control_yes_11/8/2019 10:30",16.8880041,"tank2_control_yes_Red"
"11/8/2019","D1",40,"10:30","tank2","D1_C2","CNW","control","no","Red",229,0,"11/8/2019 10:30","week3","tank2_control_no_11/8/2019 10:30",16.88249642,"tank2_control_no_Red"
"11/8/2019","D1",40,"10:30","tank1","D1_C1","CW","control","yes","Red",229,0,"11/8/2019 10:30","week3","tank1_control_yes_11/8/2019 10:30",16.72287256,"tank1_control_yes_Red"
"11/8/2019","D1",40,"10:30","tank1","D1_C1","CNW","control","no","Red",226,0,"11/8/2019 10:30","week3","tank1_control_no_11/8/2019 10:30",16.26670899,"tank1_control_no_Red"
"11/9/2019","D2",40,"10:30","tank4","D2_H1","HW","heating","yes","Red",226,0,"11/9/2019 10:30","week3","tank4_heating_yes_11/9/2019 10:30",16.76942,"tank4_heating_yes_Red"
"11/9/2019","D2",40,"10:30","tank4","D2_H1","HNW","heating","no","Red",238,0,"11/9/2019 10:30","week3","tank4_heating_no_11/9/2019 10:30",16.89897,"tank4_heating_no_Red"
"11/9/2019","D2",40,"10:30","tank3","D2_H2","HW","heating","yes","Red",225,0,"11/9/2019 10:30","week3","tank3_heating_yes_11/9/2019 10:30",16.885,"tank3_heating_yes_Red"
"11/9/2019","D2",40,"10:30","tank3","D2_H2","HNW","heating","no","Red",230,0,"11/9/2019 10:30","week3","tank3_heating_no_11/9/2019 10:30",16.57931,"tank3_heating_no_Red"
"11/9/2019","D2",40,"10:30","tank2","D2_C2","CW","control","yes","Red",230,0,"11/9/2019 10:30","week3","tank2_control_yes_11/9/2019 10:30",16.9852,"tank2_control_yes_Red"
"11/9/2019","D2",40,"10:30","tank2","D2_C2","CNW","control","no","Red",226,0,"11/9/2019 10:30","week3","tank2_control_no_11/9/2019 10:30",16.8825,"tank2_control_no_Red"
"11/9/2019","D2",40,"10:30","tank1","D2_C1","CW","control","yes","Red",229,0,"11/9/2019 10:30","week3","tank1_control_yes_11/9/2019 10:30",16.76134,"tank1_control_yes_Red"
"11/9/2019","D2",40,"10:30","tank1","D2_C1","CNW","control","no","Red",225,0,"11/9/2019 10:30","week3","tank1_control_no_11/9/2019 10:30",16.32429,"tank1_control_no_Red"
"11/10/2019","D3",40,"10:30","tank4","D3_H1","HW","heating","yes","Red",226,0,"11/10/2019 10:30","week3","tank4_heating_yes_11/10/2019 10:30",16.82737,"tank4_heating_yes_Red"
"11/10/2019","D3",40,"10:30","tank4","D3_H1","HNW","heating","no","Red",242,0,"11/10/2019 10:30","week3","tank4_heating_no_11/10/2019 10:30",16.89897,"tank4_heating_no_Red"
"11/10/2019","D3",40,"10:30","tank3","D3_H2","HW","heating","yes","Red",226,0,"11/10/2019 10:30","week3","tank3_heating_yes_11/10/2019 10:30",17.01011,"tank3_heating_yes_Red"
"11/10/2019","D3",40,"10:30","tank3","D3_H2","HNW","heating","no","Red",230,0,"11/10/2019 10:30","week3","tank3_heating_no_11/10/2019 10:30",16.67536,"tank3_heating_no_Red"
"11/10/2019","D3",40,"10:30","tank2","D3_C2","CW","control","yes","Red",227,0,"11/10/2019 10:30","week3","tank2_control_yes_11/10/2019 10:30",16.94632,"tank2_control_yes_Red"
"11/10/2019","D3",40,"10:30","tank2","D3_C2","CNW","control","no","Red",227,0,"11/10/2019 10:30","week3","tank2_control_no_11/10/2019 10:30",16.86321,"tank2_control_no_Red"
"11/10/2019","D3",40,"10:30","tank1","D3_C1","CW","control","yes","Red",230,0,"11/10/2019 10:30","week3","tank1_control_yes_11/10/2019 10:30",16.72287,"tank1_control_yes_Red"
"11/10/2019","D3",40,"10:30","tank1","D3_C1","CNW","control","no","Red",225,0,"11/10/2019 10:30","week3","tank1_control_no_11/10/2019 10:30",16.27631,"tank1_control_no_Red"
"11/11/2019","D4",40,"10:30","tank4","D4_H1","HW","heating","yes","Red",227,0,"11/11/2019 10:30","week3","tank4_heating_yes_11/11/2019 10:30",16.82737,"tank4_heating_yes_Red"
"11/11/2019","D4",40,"10:30","tank4","D4_H1","HNW","heating","no","Red",243,0,"11/11/2019 10:30","week3","tank4_heating_no_11/11/2019 10:30",16.81255,"tank4_heating_no_Red"
"11/11/2019","D4",40,"10:30","tank3","D4_H2","HW","heating","yes","Red",224,0,"11/11/2019 10:30","week3","tank3_heating_yes_11/11/2019 10:30",16.97162,"tank3_heating_yes_Red"
"11/11/2019","D4",40,"10:30","tank3","D4_H2","HNW","heating","no","Red",229,0,"11/11/2019 10:30","week3","tank3_heating_no_11/11/2019 10:30",16.59852,"tank3_heating_no_Red"
"11/11/2019","D4",40,"10:30","tank2","D4_C2","CW","control","yes","Red",225,0,"11/11/2019 10:30","week3","tank2_control_yes_11/11/2019 10:30",17.00464,"tank2_control_yes_Red"
"11/11/2019","D4",40,"10:30","tank2","D4_C2","CNW","control","no","Red",226,0,"11/11/2019 10:30","week3","tank2_control_no_11/11/2019 10:30",16.90178,"tank2_control_no_Red"
"11/11/2019","D4",40,"10:30","tank1","D4_C1","CW","control","yes","Red",228,0,"11/11/2019 10:30","week3","tank1_control_yes_11/11/2019 10:30",16.74211,"tank1_control_yes_Red"
"11/11/2019","D4",40,"10:30","tank1","D4_C1","CNW","control","no","Red",225,0,"11/11/2019 10:30","week3","tank1_control_no_11/11/2019 10:30",16.2955,"tank1_control_no_Red"
"11/12/2019","D5",40,"10:30","tank4","D5_H1","HW","heating","yes","Red",226,0,"11/12/2019 10:30","week3","tank4_heating_yes_11/12/2019 10:30",16.80806,"tank4_heating_yes_Red"
"11/12/2019","D5",40,"10:30","tank4","D5_H1","HNW","heating","no","Red",246,0,"11/12/2019 10:30","week3","tank4_heating_no_11/12/2019 10:30",16.83176,"tank4_heating_no_Red"
"11/12/2019","D5",40,"10:30","tank3","D5_H2","HW","heating","yes","Red",224,0,"11/12/2019 10:30","week3","tank3_heating_yes_11/12/2019 10:30",16.97162,"tank3_heating_yes_Red"
"11/12/2019","D5",40,"10:30","tank3","D5_H2","HNW","heating","no","Red",231,0,"11/12/2019 10:30","week3","tank3_heating_no_11/12/2019 10:30",16.57931,"tank3_heating_no_Red"
"11/12/2019","D5",40,"10:30","tank2","D5_C2","CW","control","yes","Red",225,0,"11/12/2019 10:30","week3","tank2_control_yes_11/12/2019 10:30",16.85885,"tank2_control_yes_Red"
"11/12/2019","D5",40,"10:30","tank2","D5_C2","CNW","control","no","Red",226,0,"11/12/2019 10:30","week3","tank2_control_no_11/12/2019 10:30",16.92107,"tank2_control_no_Red"
"11/12/2019","D5",40,"10:30","tank1","D5_C1","CW","control","yes","Red",230,0,"11/12/2019 10:30","week3","tank1_control_yes_11/12/2019 10:30",16.74211,"tank1_control_yes_Red"
"11/12/2019","D5",40,"10:30","tank1","D5_C1","CNW","control","no","Red",225,0,"11/12/2019 10:30","week3","tank1_control_no_11/12/2019 10:30",16.21872,"tank1_control_no_Red"
"11/8/2019","D1",40,"10:30","tank4","D1_H1","HW","heating","yes","Yellow",224,0,"11/8/2019 10:30","week3","tank4_heating_yes_11/8/2019 10:30",16.48932059,"tank4_heating_yes_Yellow"
"11/8/2019","D1",40,"10:30","tank4","D1_H1","HNW","heating","no","Yellow",229,0,"11/8/2019 10:30","week3","tank4_heating_no_11/8/2019 10:30",16.7357414,"tank4_heating_no_Yellow"
"11/8/2019","D1",40,"10:30","tank3","D1_H2","HW","heating","yes","Yellow",229,0,"11/8/2019 10:30","week3","tank3_heating_yes_11/8/2019 10:30",16.76951512,"tank3_heating_yes_Yellow"
"11/8/2019","D1",40,"10:30","tank3","D1_H2","HNW","heating","no","Yellow",224,0,"11/8/2019 10:30","week3","tank3_heating_no_11/8/2019 10:30",16.56009777,"tank3_heating_no_Yellow"
"11/8/2019","D1",40,"10:30","tank2","D1_C2","CW","control","yes","Yellow",227,0,"11/8/2019 10:30","week3","tank2_control_yes_11/8/2019 10:30",16.8880041,"tank2_control_yes_Yellow"
"11/8/2019","D1",40,"10:30","tank2","D1_C2","CNW","control","no","Yellow",223,0,"11/8/2019 10:30","week3","tank2_control_no_11/8/2019 10:30",16.88249642,"tank2_control_no_Yellow"
"11/8/2019","D1",40,"10:30","tank1","D1_C1","CW","control","yes","Yellow",227,0,"11/8/2019 10:30","week3","tank1_control_yes_11/8/2019 10:30",16.72287256,"tank1_control_yes_Yellow"
"11/8/2019","D1",40,"10:30","tank1","D1_C1","CNW","control","no","Yellow",226,0,"11/8/2019 10:30","week3","tank1_control_no_11/8/2019 10:30",16.26670899,"tank1_control_no_Yellow"
"11/9/2019","D2",40,"10:30","tank4","D2_H1","HW","heating","yes","Yellow",224,0,"11/9/2019 10:30","week3","tank4_heating_yes_11/9/2019 10:30",16.76942,"tank4_heating_yes_Yellow"
"11/9/2019","D2",40,"10:30","tank4","D2_H1","HNW","heating","no","Yellow",231,0,"11/9/2019 10:30","week3","tank4_heating_no_11/9/2019 10:30",16.89897,"tank4_heating_no_Yellow"
"11/9/2019","D2",40,"10:30","tank3","D2_H2","HW","heating","yes","Yellow",227,0,"11/9/2019 10:30","week3","tank3_heating_yes_11/9/2019 10:30",16.885,"tank3_heating_yes_Yellow"
"11/9/2019","D2",40,"10:30","tank3","D2_H2","HNW","heating","no","Yellow",227,0,"11/9/2019 10:30","week3","tank3_heating_no_11/9/2019 10:30",16.57931,"tank3_heating_no_Yellow"
"11/9/2019","D2",40,"10:30","tank2","D2_C2","CW","control","yes","Yellow",228,0,"11/9/2019 10:30","week3","tank2_control_yes_11/9/2019 10:30",16.9852,"tank2_control_yes_Yellow"
"11/9/2019","D2",40,"10:30","tank2","D2_C2","CNW","control","no","Yellow",223,0,"11/9/2019 10:30","week3","tank2_control_no_11/9/2019 10:30",16.8825,"tank2_control_no_Yellow"
"11/9/2019","D2",40,"10:30","tank1","D2_C1","CW","control","yes","Yellow",227,0,"11/9/2019 10:30","week3","tank1_control_yes_11/9/2019 10:30",16.76134,"tank1_control_yes_Yellow"
"11/9/2019","D2",40,"10:30","tank1","D2_C1","CNW","control","no","Yellow",224,0,"11/9/2019 10:30","week3","tank1_control_no_11/9/2019 10:30",16.32429,"tank1_control_no_Yellow"
"11/10/2019","D3",40,"10:30","tank4","D3_H1","HW","heating","yes","Yellow",227,0,"11/10/2019 10:30","week3","tank4_heating_yes_11/10/2019 10:30",16.82737,"tank4_heating_yes_Yellow"
"11/10/2019","D3",40,"10:30","tank4","D3_H1","HNW","heating","no","Yellow",233,0,"11/10/2019 10:30","week3","tank4_heating_no_11/10/2019 10:30",16.89897,"tank4_heating_no_Yellow"
"11/10/2019","D3",40,"10:30","tank3","D3_H2","HW","heating","yes","Yellow",226,0,"11/10/2019 10:30","week3","tank3_heating_yes_11/10/2019 10:30",17.01011,"tank3_heating_yes_Yellow"
"11/10/2019","D3",40,"10:30","tank3","D3_H2","HNW","heating","no","Yellow",225,0,"11/10/2019 10:30","week3","tank3_heating_no_11/10/2019 10:30",16.67536,"tank3_heating_no_Yellow"
"11/10/2019","D3",40,"10:30","tank2","D3_C2","CW","control","yes","Yellow",227,0,"11/10/2019 10:30","week3","tank2_control_yes_11/10/2019 10:30",16.94632,"tank2_control_yes_Yellow"
"11/10/2019","D3",40,"10:30","tank2","D3_C2","CNW","control","no","Yellow",222,0,"11/10/2019 10:30","week3","tank2_control_no_11/10/2019 10:30",16.86321,"tank2_control_no_Yellow"
"11/10/2019","D3",40,"10:30","tank1","D3_C1","CW","control","yes","Yellow",226,0,"11/10/2019 10:30","week3","tank1_control_yes_11/10/2019 10:30",16.72287,"tank1_control_yes_Yellow"
"11/10/2019","D3",40,"10:30","tank1","D3_C1","CNW","control","no","Yellow",224,0,"11/10/2019 10:30","week3","tank1_control_no_11/10/2019 10:30",16.27631,"tank1_control_no_Yellow"
"11/11/2019","D4",40,"10:30","tank4","D4_H1","HW","heating","yes","Yellow",227,0,"11/11/2019 10:30","week3","tank4_heating_yes_11/11/2019 10:30",16.82737,"tank4_heating_yes_Yellow"
"11/11/2019","D4",40,"10:30","tank4","D4_H1","HNW","heating","no","Yellow",233,0,"11/11/2019 10:30","week3","tank4_heating_no_11/11/2019 10:30",16.81255,"tank4_heating_no_Yellow"
"11/11/2019","D4",40,"10:30","tank3","D4_H2","HW","heating","yes","Yellow",227,0,"11/11/2019 10:30","week3","tank3_heating_yes_11/11/2019 10:30",16.97162,"tank3_heating_yes_Yellow"
"11/11/2019","D4",40,"10:30","tank3","D4_H2","HNW","heating","no","Yellow",223,0,"11/11/2019 10:30","week3","tank3_heating_no_11/11/2019 10:30",16.59852,"tank3_heating_no_Yellow"
"11/11/2019","D4",40,"10:30","tank2","D4_C2","CW","control","yes","Yellow",227,0,"11/11/2019 10:30","week3","tank2_control_yes_11/11/2019 10:30",17.00464,"tank2_control_yes_Yellow"
"11/11/2019","D4",40,"10:30","tank2","D4_C2","CNW","control","no","Yellow",221,0,"11/11/2019 10:30","week3","tank2_control_no_11/11/2019 10:30",16.90178,"tank2_control_no_Yellow"
"11/11/2019","D4",40,"10:30","tank1","D4_C1","CW","control","yes","Yellow",228,0,"11/11/2019 10:30","week3","tank1_control_yes_11/11/2019 10:30",16.74211,"tank1_control_yes_Yellow"
"11/11/2019","D4",40,"10:30","tank1","D4_C1","CNW","control","no","Yellow",226,0,"11/11/2019 10:30","week3","tank1_control_no_11/11/2019 10:30",16.2955,"tank1_control_no_Yellow"
"11/12/2019","D5",40,"10:30","tank4","D5_H1","HW","heating","yes","Yellow",224,0,"11/12/2019 10:30","week3","tank4_heating_yes_11/12/2019 10:30",16.80806,"tank4_heating_yes_Yellow"
"11/12/2019","D5",40,"10:30","tank4","D5_H1","HNW","heating","no","Yellow",231,0,"11/12/2019 10:30","week3","tank4_heating_no_11/12/2019 10:30",16.83176,"tank4_heating_no_Yellow"
"11/12/2019","D5",40,"10:30","tank3","D5_H2","HW","heating","yes","Yellow",227,0,"11/12/2019 10:30","week3","tank3_heating_yes_11/12/2019 10:30",16.97162,"tank3_heating_yes_Yellow"
"11/12/2019","D5",40,"10:30","tank3","D5_H2","HNW","heating","no","Yellow",225,0,"11/12/2019 10:30","week3","tank3_heating_no_11/12/2019 10:30",16.57931,"tank3_heating_no_Yellow"
"11/12/2019","D5",40,"10:30","tank2","D5_C2","CW","control","yes","Yellow",226,0,"11/12/2019 10:30","week3","tank2_control_yes_11/12/2019 10:30",16.85885,"tank2_control_yes_Yellow"
"11/12/2019","D5",40,"10:30","tank2","D5_C2","CNW","control","no","Yellow",222,0,"11/12/2019 10:30","week3","tank2_control_no_11/12/2019 10:30",16.92107,"tank2_control_no_Yellow"
"11/12/2019","D5",40,"10:30","tank1","D5_C1","CW","control","yes","Yellow",227,0,"11/12/2019 10:30","week3","tank1_control_yes_11/12/2019 10:30",16.74211,"tank1_control_yes_Yellow"
"11/12/2019","D5",40,"10:30","tank1","D5_C1","CNW","control","no","Yellow",222,0,"11/12/2019 10:30","week3","tank1_control_no_11/12/2019 10:30",16.21872,"tank1_control_no_Yellow"
"11/8/2019","D1",40,"10:30","tank4","D1_H1","HW","heating","yes","Black",223,0,"11/8/2019 10:30","week3","tank4_heating_yes_11/8/2019 10:30",16.48932059,"tank4_heating_yes_Black"
"11/8/2019","D1",40,"10:30","tank4","D1_H1","HNW","heating","no","Black",225,0,"11/8/2019 10:30","week3","tank4_heating_no_11/8/2019 10:30",16.7357414,"tank4_heating_no_Black"
"11/8/2019","D1",40,"10:30","tank3","D1_H2","HW","heating","yes","Black",222,0,"11/8/2019 10:30","week3","tank3_heating_yes_11/8/2019 10:30",16.76951512,"tank3_heating_yes_Black"
"11/8/2019","D1",40,"10:30","tank3","D1_H2","HNW","heating","no","Black",225,0,"11/8/2019 10:30","week3","tank3_heating_no_11/8/2019 10:30",16.56009777,"tank3_heating_no_Black"
"11/8/2019","D1",40,"10:30","tank2","D1_C2","CW","control","yes","Black",222,0,"11/8/2019 10:30","week3","tank2_control_yes_11/8/2019 10:30",16.8880041,"tank2_control_yes_Black"
"11/8/2019","D1",40,"10:30","tank2","D1_C2","CNW","control","no","Black",225,0,"11/8/2019 10:30","week3","tank2_control_no_11/8/2019 10:30",16.88249642,"tank2_control_no_Black"
"11/8/2019","D1",40,"10:30","tank1","D1_C1","CW","control","yes","Black",228,0,"11/8/2019 10:30","week3","tank1_control_yes_11/8/2019 10:30",16.72287256,"tank1_control_yes_Black"
"11/8/2019","D1",40,"10:30","tank1","D1_C1","CNW","control","no","Black",232,0,"11/8/2019 10:30","week3","tank1_control_no_11/8/2019 10:30",16.26670899,"tank1_control_no_Black"
"11/9/2019","D2",40,"10:30","tank4","D2_H1","HW","heating","yes","Black",223,0,"11/9/2019 10:30","week3","tank4_heating_yes_11/9/2019 10:30",16.76942,"tank4_heating_yes_Black"
"11/9/2019","D2",40,"10:30","tank4","D2_H1","HNW","heating","no","Black",225,0,"11/9/2019 10:30","week3","tank4_heating_no_11/9/2019 10:30",16.89897,"tank4_heating_no_Black"
"11/9/2019","D2",40,"10:30","tank3","D2_H2","HW","heating","yes","Black",223,0,"11/9/2019 10:30","week3","tank3_heating_yes_11/9/2019 10:30",16.885,"tank3_heating_yes_Black"
"11/9/2019","D2",40,"10:30","tank3","D2_H2","HNW","heating","no","Black",220,0,"11/9/2019 10:30","week3","tank3_heating_no_11/9/2019 10:30",16.57931,"tank3_heating_no_Black"
"11/9/2019","D2",40,"10:30","tank2","D2_C2","CW","control","yes","Black",222,0,"11/9/2019 10:30","week3","tank2_control_yes_11/9/2019 10:30",16.9852,"tank2_control_yes_Black"
"11/9/2019","D2",40,"10:30","tank2","D2_C2","CNW","control","no","Black",225,0,"11/9/2019 10:30","week3","tank2_control_no_11/9/2019 10:30",16.8825,"tank2_control_no_Black"
"11/9/2019","D2",40,"10:30","tank1","D2_C1","CW","control","yes","Black",231,0,"11/9/2019 10:30","week3","tank1_control_yes_11/9/2019 10:30",16.76134,"tank1_control_yes_Black"
"11/9/2019","D2",40,"10:30","tank1","D2_C1","CNW","control","no","Black",225,0,"11/9/2019 10:30","week3","tank1_control_no_11/9/2019 10:30",16.32429,"tank1_control_no_Black"
"11/10/2019","D3",40,"10:30","tank4","D3_H1","HW","heating","yes","Black",225,0,"11/10/2019 10:30","week3","tank4_heating_yes_11/10/2019 10:30",16.82737,"tank4_heating_yes_Black"
"11/10/2019","D3",40,"10:30","tank4","D3_H1","HNW","heating","no","Black",225,0,"11/10/2019 10:30","week3","tank4_heating_no_11/10/2019 10:30",16.89897,"tank4_heating_no_Black"
"11/10/2019","D3",40,"10:30","tank3","D3_H2","HW","heating","yes","Black",222,0,"11/10/2019 10:30","week3","tank3_heating_yes_11/10/2019 10:30",17.01011,"tank3_heating_yes_Black"
"11/10/2019","D3",40,"10:30","tank3","D3_H2","HNW","heating","no","Black",220,0,"11/10/2019 10:30","week3","tank3_heating_no_11/10/2019 10:30",16.67536,"tank3_heating_no_Black"
"11/10/2019","D3",40,"10:30","tank2","D3_C2","CW","control","yes","Black",223,0,"11/10/2019 10:30","week3","tank2_control_yes_11/10/2019 10:30",16.94632,"tank2_control_yes_Black"
"11/10/2019","D3",40,"10:30","tank2","D3_C2","CNW","control","no","Black",225,0,"11/10/2019 10:30","week3","tank2_control_no_11/10/2019 10:30",16.86321,"tank2_control_no_Black"
"11/10/2019","D3",40,"10:30","tank1","D3_C1","CW","control","yes","Black",229,0,"11/10/2019 10:30","week3","tank1_control_yes_11/10/2019 10:30",16.72287,"tank1_control_yes_Black"
"11/10/2019","D3",40,"10:30","tank1","D3_C1","CNW","control","no","Black",224,0,"11/10/2019 10:30","week3","tank1_control_no_11/10/2019 10:30",16.27631,"tank1_control_no_Black"
