"date","day","temp","time","tank","day_tank","pot","treatment","stand_water","individual","line_length","deltaL","datetime","week","labels_datetime","Temperature","ccLabel"
"10/24/2019","D1",20,"14:00","tank4","D1_H1","HW","heating","yes","Red",227,2,"10/24/2019 14:00","week1","tank4_heating_yes_10/24/2019 14:00",15.87116659,"tank4_heating_yes_Red"
"10/24/2019","D1",20,"14:00","tank4","D1_H1","HNW","heating","no","Red",226,1,"10/24/2019 14:00","week1","tank4_heating_no_10/24/2019 14:00",16.04442424,"tank4_heating_no_Red"
"10/24/2019","D1",20,"14:00","tank3","D1_H2","HW","heating","yes","Red",224,0,"10/24/2019 14:00","week1","tank3_heating_yes_10/24/2019 14:00",16.11509031,"tank3_heating_yes_Red"
"10/24/2019","D1",20,"14:00","tank3","D1_H2","HNW","heating","no","Red",227,-2,"10/24/2019 14:00","week1","tank3_heating_no_10/24/2019 14:00",16.08942747,"tank3_heating_no_Red"
"10/24/2019","D1",20,"14:00","tank2","D1_C2","CW","control","yes","Red",224,0,"10/24/2019 14:00","week1","tank2_control_yes_10/24/2019 14:00",16.45062398,"tank2_control_yes_Red"
"10/24/2019","D1",20,"14:00","tank2","D1_C2","CNW","control","no","Red",223,-3,"10/24/2019 14:00","week1","tank2_control_no_10/24/2019 14:00",16.77642835,"tank2_control_no_Red"
"10/24/2019","D1",20,"14:00","tank1","D1_C1","CW","control","yes","Red",232,1,"10/24/2019 14:00","week1","tank1_control_yes_10/24/2019 14:00",16.94405067,"tank1_control_yes_Red"
"10/24/2019","D1",20,"14:00","tank1","D1_C1","CNW","control","no","Red",224,0,"10/24/2019 14:00","week1","tank1_control_no_10/24/2019 14:00",16.31469588,"tank1_control_no_Red"
"10/25/2019","D2",20,"14:00","tank4","D2_H1","HW","heating","yes","Red",226,-1,"10/25/2019 14:00","week1","tank4_heating_yes_10/25/2019 14:00",15.65867615,"tank4_heating_yes_Red"
"10/25/2019","D2",20,"14:00","tank4","D2_H1","HNW","heating","no","Red",225,-2,"10/25/2019 14:00","week1","tank4_heating_no_10/25/2019 14:00",15.79478194,"tank4_heating_no_Red"
"10/25/2019","D2",20,"14:00","tank3","D2_H2","HW","heating","yes","Red",225,1,"10/25/2019 14:00","week1","tank3_heating_yes_10/25/2019 14:00",15.86486905,"tank3_heating_yes_Red"
"10/25/2019","D2",20,"14:00","tank3","D2_H2","HNW","heating","no","Red",226,-6,"10/25/2019 14:00","week1","tank3_heating_no_10/25/2019 14:00",15.47467443,"tank3_heating_no_Red"
"10/25/2019","D2",20,"14:00","tank2","D2_C2","CW","control","yes","Red",227,-1,"10/25/2019 14:00","week1","tank2_control_yes_10/25/2019 14:00",16.55753912,"tank2_control_yes_Red"
"10/25/2019","D2",20,"14:00","tank2","D2_C2","CNW","control","no","Red",223,-5,"10/25/2019 14:00","week1","tank2_control_no_10/25/2019 14:00",16.64143263,"tank2_control_no_Red"
"10/25/2019","D2",20,"14:00","tank1","D2_C1","CW","control","yes","Red",229,0,"10/25/2019 14:00","week1","tank1_control_yes_10/25/2019 14:00",16.62670817,"tank1_control_yes_Red"
"10/25/2019","D2",20,"14:00","tank1","D2_C1","CNW","control","no","Red",222,-4,"10/25/2019 14:00","week1","tank1_control_no_10/25/2019 14:00",16.0843588,"tank1_control_no_Red"
"10/26/2019","D3",20,"14:00","tank4","D3_H1","HW","heating","yes","Red",226,0,"10/26/2019 14:00","week1","tank4_heating_yes_10/26/2019 14:00",16.05468106,"tank4_heating_yes_Red"
"10/26/2019","D3",20,"14:00","tank4","D3_H1","HNW","heating","no","Red",227,0,"10/26/2019 14:00","week1","tank4_heating_no_10/26/2019 14:00",16.37087957,"tank4_heating_no_Red"
"10/26/2019","D3",20,"14:00","tank3","D3_H2","HW","heating","yes","Red",224,-2,"10/26/2019 14:00","week1","tank3_heating_yes_10/26/2019 14:00",15.94186021,"tank3_heating_yes_Red"
"10/26/2019","D3",20,"14:00","tank3","D3_H2","HNW","heating","no","Red",230,2,"10/26/2019 14:00","week1","tank3_heating_no_10/26/2019 14:00",15.7532344,"tank3_heating_no_Red"
"10/26/2019","D3",20,"14:00","tank2","D3_C2","CW","control","yes","Red",227,-1,"10/26/2019 14:00","week1","tank2_control_yes_10/26/2019 14:00",16.59641736,"tank2_control_yes_Red"
"10/26/2019","D3",20,"14:00","tank2","D3_C2","CNW","control","no","Red",224,-2,"10/26/2019 14:00","week1","tank2_control_no_10/26/2019 14:00",17.54783246,"tank2_control_no_Red"
"10/26/2019","D3",20,"14:00","tank1","D3_C1","CW","control","yes","Red",231,-1,"10/26/2019 14:00","week1","tank1_control_yes_10/26/2019 14:00",16.72287256,"tank1_control_yes_Red"
"10/26/2019","D3",20,"14:00","tank1","D3_C1","CNW","control","no","Red",223,-1,"10/26/2019 14:00","week1","tank1_control_no_10/26/2019 14:00",16.3050985,"tank1_control_no_Red"
"10/27/2019","D4",20,"14:00","tank4","D4_H1","HW","heating","yes","Red",226,1,"10/27/2019 14:00","week1","tank4_heating_yes_10/27/2019 14:00",15.93877718,"tank4_heating_yes_Red"
"10/27/2019","D4",20,"14:00","tank4","D4_H1","HNW","heating","no","Red",227,-1,"10/27/2019 14:00","week1","tank4_heating_no_10/27/2019 14:00",16.33247306,"tank4_heating_no_Red"
"10/27/2019","D4",20,"14:00","tank3","D4_H2","HW","heating","yes","Red",223,1,"10/27/2019 14:00","week1","tank3_heating_yes_10/27/2019 14:00",15.94186021,"tank3_heating_yes_Red"
"10/27/2019","D4",20,"14:00","tank3","D4_H2","HNW","heating","no","Red",230,-1,"10/27/2019 14:00","week1","tank3_heating_no_10/27/2019 14:00",15.77244543,"tank3_heating_no_Red"
"10/27/2019","D4",20,"14:00","tank2","D4_C2","CW","control","yes","Red",228,1,"10/27/2019 14:00","week1","tank2_control_yes_10/27/2019 14:00",16.67417382,"tank2_control_yes_Red"
"10/27/2019","D4",20,"14:00","tank2","D4_C2","CNW","control","no","Red",225,-1,"10/27/2019 14:00","week1","tank2_control_no_10/27/2019 14:00",17.36462398,"tank2_control_no_Red"
"10/27/2019","D4",20,"14:00","tank1","D4_C1","CW","control","yes","Red",230,1,"10/27/2019 14:00","week1","tank1_control_yes_10/27/2019 14:00",16.66517393,"tank1_control_yes_Red"
"10/27/2019","D4",20,"14:00","tank1","D4_C1","CNW","control","no","Red",224,-1,"10/27/2019 14:00","week1","tank1_control_no_10/27/2019 14:00",16.32429326,"tank1_control_no_Red"
"10/28/2019","D5",20,"14:00","tank4","D5_H1","HW","heating","yes","Red",226,1,"10/28/2019 14:00","week1","tank4_heating_yes_10/28/2019 14:00",15.85184927,"tank4_heating_yes_Red"
"10/28/2019","D5",20,"14:00","tank4","D5_H1","HNW","heating","no","Red",227,0,"10/28/2019 14:00","week1","tank4_heating_no_10/28/2019 14:00",16.26526167,"tank4_heating_no_Red"
"10/28/2019","D5",20,"14:00","tank3","D5_H2","HW","heating","yes","Red",226,2,"10/28/2019 14:00","week1","tank3_heating_yes_10/28/2019 14:00",15.93223631,"tank3_heating_yes_Red"
"10/28/2019","D5",20,"14:00","tank3","D5_H2","HNW","heating","no","Red",227,-3,"10/28/2019 14:00","week1","tank3_heating_no_10/28/2019 14:00",15.82047301,"tank3_heating_no_Red"
"10/28/2019","D5",20,"14:00","tank2","D5_C2","CW","control","yes","Red",226,-1,"10/28/2019 14:00","week1","tank2_control_yes_10/28/2019 14:00",16.5866978,"tank2_control_yes_Red"
"10/28/2019","D5",20,"14:00","tank2","D5_C2","CNW","control","no","Red",224,-1,"10/28/2019 14:00","week1","tank2_control_no_10/28/2019 14:00",17.37426653,"tank2_control_no_Red"
"10/28/2019","D5",20,"14:00","tank1","D5_C1","CW","control","yes","Red",229,2,"10/28/2019 14:00","week1","tank1_control_yes_10/28/2019 14:00",16.67479037,"tank1_control_yes_Red"
"10/28/2019","D5",20,"14:00","tank1","D5_C1","CNW","control","no","Red",223,-1,"10/28/2019 14:00","week1","tank1_control_no_10/28/2019 14:00",16.20912472,"tank1_control_no_Red"
"10/24/2019","D1",20,"14:00","tank4","D1_H1","HW","heating","yes","Yellow",227,4,"10/24/2019 14:00","week1","tank4_heating_yes_10/24/2019 14:00",15.87116659,"tank4_heating_yes_Yellow"
"10/24/2019","D1",20,"14:00","tank4","D1_H1","HNW","heating","no","Yellow",227,-1,"10/24/2019 14:00","week1","tank4_heating_no_10/24/2019 14:00",16.04442424,"tank4_heating_no_Yellow"
"10/24/2019","D1",20,"14:00","tank3","D1_H2","HW","heating","yes","Yellow",222,-1,"10/24/2019 14:00","week1","tank3_heating_yes_10/24/2019 14:00",16.11509031,"tank3_heating_yes_Yellow"
"10/24/2019","D1",20,"14:00","tank3","D1_H2","HNW","heating","no","Yellow",224,-2,"10/24/2019 14:00","week1","tank3_heating_no_10/24/2019 14:00",16.08942747,"tank3_heating_no_Yellow"
"10/24/2019","D1",20,"14:00","tank2","D1_C2","CW","control","yes","Yellow",227,-2,"10/24/2019 14:00","week1","tank2_control_yes_10/24/2019 14:00",16.45062398,"tank2_control_yes_Yellow"
"10/24/2019","D1",20,"14:00","tank2","D1_C2","CNW","control","no","Yellow",219,-5,"10/24/2019 14:00","week1","tank2_control_no_10/24/2019 14:00",16.77642835,"tank2_control_no_Yellow"
"10/24/2019","D1",20,"14:00","tank1","D1_C1","CW","control","yes","Yellow",228,1,"10/24/2019 14:00","week1","tank1_control_yes_10/24/2019 14:00",16.94405067,"tank1_control_yes_Yellow"
"10/24/2019","D1",20,"14:00","tank1","D1_C1","CNW","control","no","Yellow",225,-5,"10/24/2019 14:00","week1","tank1_control_no_10/24/2019 14:00",16.31469588,"tank1_control_no_Yellow"
"10/25/2019","D2",20,"14:00","tank4","D2_H1","HW","heating","yes","Yellow",224,-1,"10/25/2019 14:00","week1","tank4_heating_yes_10/25/2019 14:00",15.65867615,"tank4_heating_yes_Yellow"
"10/25/2019","D2",20,"14:00","tank4","D2_H1","HNW","heating","no","Yellow",226,-1,"10/25/2019 14:00","week1","tank4_heating_no_10/25/2019 14:00",15.79478194,"tank4_heating_no_Yellow"
"10/25/2019","D2",20,"14:00","tank3","D2_H2","HW","heating","yes","Yellow",221,-3,"10/25/2019 14:00","week1","tank3_heating_yes_10/25/2019 14:00",15.86486905,"tank3_heating_yes_Yellow"
"10/25/2019","D2",20,"14:00","tank3","D2_H2","HNW","heating","no","Yellow",221,-2,"10/25/2019 14:00","week1","tank3_heating_no_10/25/2019 14:00",15.47467443,"tank3_heating_no_Yellow"
"10/25/2019","D2",20,"14:00","tank2","D2_C2","CW","control","yes","Yellow",229,-3,"10/25/2019 14:00","week1","tank2_control_yes_10/25/2019 14:00",16.55753912,"tank2_control_yes_Yellow"
"10/25/2019","D2",20,"14:00","tank2","D2_C2","CNW","control","no","Yellow",219,0,"10/25/2019 14:00","week1","tank2_control_no_10/25/2019 14:00",16.64143263,"tank2_control_no_Yellow"
"10/25/2019","D2",20,"14:00","tank1","D2_C1","CW","control","yes","Yellow",225,-2,"10/25/2019 14:00","week1","tank1_control_yes_10/25/2019 14:00",16.62670817,"tank1_control_yes_Yellow"
"10/25/2019","D2",20,"14:00","tank1","D2_C1","CNW","control","no","Yellow",224,-5,"10/25/2019 14:00","week1","tank1_control_no_10/25/2019 14:00",16.0843588,"tank1_control_no_Yellow"
"10/26/2019","D3",20,"14:00","tank4","D3_H1","HW","heating","yes","Yellow",229,2,"10/26/2019 14:00","week1","tank4_heating_yes_10/26/2019 14:00",16.05468106,"tank4_heating_yes_Yellow"
"10/26/2019","D3",20,"14:00","tank4","D3_H1","HNW","heating","no","Yellow",231,-2,"10/26/2019 14:00","week1","tank4_heating_no_10/26/2019 14:00",16.37087957,"tank4_heating_no_Yellow"
"10/26/2019","D3",20,"14:00","tank3","D3_H2","HW","heating","yes","Yellow",224,1,"10/26/2019 14:00","week1","tank3_heating_yes_10/26/2019 14:00",15.94186021,"tank3_heating_yes_Yellow"
"10/26/2019","D3",20,"14:00","tank3","D3_H2","HNW","heating","no","Yellow",223,0,"10/26/2019 14:00","week1","tank3_heating_no_10/26/2019 14:00",15.7532344,"tank3_heating_no_Yellow"
"10/26/2019","D3",20,"14:00","tank2","D3_C2","CW","control","yes","Yellow",229,-1,"10/26/2019 14:00","week1","tank2_control_yes_10/26/2019 14:00",16.59641736,"tank2_control_yes_Yellow"
"10/26/2019","D3",20,"14:00","tank2","D3_C2","CNW","control","no","Yellow",220,-1,"10/26/2019 14:00","week1","tank2_control_no_10/26/2019 14:00",17.54783246,"tank2_control_no_Yellow"
"10/26/2019","D3",20,"14:00","tank1","D3_C1","CW","control","yes","Yellow",227,1,"10/26/2019 14:00","week1","tank1_control_yes_10/26/2019 14:00",16.72287256,"tank1_control_yes_Yellow"
"10/26/2019","D3",20,"14:00","tank1","D3_C1","CNW","control","no","Yellow",223,0,"10/26/2019 14:00","week1","tank1_control_no_10/26/2019 14:00",16.3050985,"tank1_control_no_Yellow"
"10/27/2019","D4",20,"14:00","tank4","D4_H1","HW","heating","yes","Yellow",227,1,"10/27/2019 14:00","week1","tank4_heating_yes_10/27/2019 14:00",15.93877718,"tank4_heating_yes_Yellow"
"10/27/2019","D4",20,"14:00","tank4","D4_H1","HNW","heating","no","Yellow",228,-2,"10/27/2019 14:00","week1","tank4_heating_no_10/27/2019 14:00",16.33247306,"tank4_heating_no_Yellow"
"10/27/2019","D4",20,"14:00","tank3","D4_H2","HW","heating","yes","Yellow",226,1,"10/27/2019 14:00","week1","tank3_heating_yes_10/27/2019 14:00",15.94186021,"tank3_heating_yes_Yellow"
"10/27/2019","D4",20,"14:00","tank3","D4_H2","HNW","heating","no","Yellow",225,-1,"10/27/2019 14:00","week1","tank3_heating_no_10/27/2019 14:00",15.77244543,"tank3_heating_no_Yellow"
"10/27/2019","D4",20,"14:00","tank2","D4_C2","CW","control","yes","Yellow",228,-1,"10/27/2019 14:00","week1","tank2_control_yes_10/27/2019 14:00",16.67417382,"tank2_control_yes_Yellow"
"10/27/2019","D4",20,"14:00","tank2","D4_C2","CNW","control","no","Yellow",222,0,"10/27/2019 14:00","week1","tank2_control_no_10/27/2019 14:00",17.36462398,"tank2_control_no_Yellow"
"10/27/2019","D4",20,"14:00","tank1","D4_C1","CW","control","yes","Yellow",228,0,"10/27/2019 14:00","week1","tank1_control_yes_10/27/2019 14:00",16.66517393,"tank1_control_yes_Yellow"
"10/27/2019","D4",20,"14:00","tank1","D4_C1","CNW","control","no","Yellow",223,0,"10/27/2019 14:00","week1","tank1_control_no_10/27/2019 14:00",16.32429326,"tank1_control_no_Yellow"
"10/28/2019","D5",20,"14:00","tank4","D5_H1","HW","heating","yes","Yellow",226,2,"10/28/2019 14:00","week1","tank4_heating_yes_10/28/2019 14:00",15.85184927,"tank4_heating_yes_Yellow"
"10/28/2019","D5",20,"14:00","tank4","D5_H1","HNW","heating","no","Yellow",231,0,"10/28/2019 14:00","week1","tank4_heating_no_10/28/2019 14:00",16.26526167,"tank4_heating_no_Yellow"
"10/28/2019","D5",20,"14:00","tank3","D5_H2","HW","heating","yes","Yellow",226,1,"10/28/2019 14:00","week1","tank3_heating_yes_10/28/2019 14:00",15.93223631,"tank3_heating_yes_Yellow"
"10/28/2019","D5",20,"14:00","tank3","D5_H2","HNW","heating","no","Yellow",224,0,"10/28/2019 14:00","week1","tank3_heating_no_10/28/2019 14:00",15.82047301,"tank3_heating_no_Yellow"
"10/28/2019","D5",20,"14:00","tank2","D5_C2","CW","control","yes","Yellow",226,-2,"10/28/2019 14:00","week1","tank2_control_yes_10/28/2019 14:00",16.5866978,"tank2_control_yes_Yellow"
"10/28/2019","D5",20,"14:00","tank2","D5_C2","CNW","control","no","Yellow",220,-2,"10/28/2019 14:00","week1","tank2_control_no_10/28/2019 14:00",17.37426653,"tank2_control_no_Yellow"
"10/28/2019","D5",20,"14:00","tank1","D5_C1","CW","control","yes","Yellow",227,1,"10/28/2019 14:00","week1","tank1_control_yes_10/28/2019 14:00",16.67479037,"tank1_control_yes_Yellow"
"10/28/2019","D5",20,"14:00","tank1","D5_C1","CNW","control","no","Yellow",223,0,"10/28/2019 14:00","week1","tank1_control_no_10/28/2019 14:00",16.20912472,"tank1_control_no_Yellow"
"10/24/2019","D1",20,"14:00","tank4","D1_H1","HW","heating","yes","Black",225,3,"10/24/2019 14:00","week1","tank4_heating_yes_10/24/2019 14:00",15.87116659,"tank4_heating_yes_Black"
"10/24/2019","D1",20,"14:00","tank4","D1_H1","HNW","heating","no","Black",224,-2,"10/24/2019 14:00","week1","tank4_heating_no_10/24/2019 14:00",16.04442424,"tank4_heating_no_Black"
"10/24/2019","D1",20,"14:00","tank3","D1_H2","HW","heating","yes","Black",224,1,"10/24/2019 14:00","week1","tank3_heating_yes_10/24/2019 14:00",16.11509031,"tank3_heating_yes_Black"
"10/24/2019","D1",20,"14:00","tank3","D1_H2","HNW","heating","no","Black",222,-4,"10/24/2019 14:00","week1","tank3_heating_no_10/24/2019 14:00",16.08942747,"tank3_heating_no_Black"
"10/24/2019","D1",20,"14:00","tank2","D1_C2","CW","control","yes","Black",225,0,"10/24/2019 14:00","week1","tank2_control_yes_10/24/2019 14:00",16.45062398,"tank2_control_yes_Black"
"10/24/2019","D1",20,"14:00","tank2","D1_C2","CNW","control","no","Black",221,-3,"10/24/2019 14:00","week1","tank2_control_no_10/24/2019 14:00",16.77642835,"tank2_control_no_Black"
"10/24/2019","D1",20,"14:00","tank1","D1_C1","CW","control","yes","Black",230,0,"10/24/2019 14:00","week1","tank1_control_yes_10/24/2019 14:00",16.94405067,"tank1_control_yes_Black"
"10/24/2019","D1",20,"14:00","tank1","D1_C1","CNW","control","no","Black",224,0,"10/24/2019 14:00","week1","tank1_control_no_10/24/2019 14:00",16.31469588,"tank1_control_no_Black"
"10/25/2019","D2",20,"14:00","tank4","D2_H1","HW","heating","yes","Black",224,-1,"10/25/2019 14:00","week1","tank4_heating_yes_10/25/2019 14:00",15.65867615,"tank4_heating_yes_Black"
"10/25/2019","D2",20,"14:00","tank4","D2_H1","HNW","heating","no","Black",225,0,"10/25/2019 14:00","week1","tank4_heating_no_10/25/2019 14:00",15.79478194,"tank4_heating_no_Black"
"10/25/2019","D2",20,"14:00","tank3","D2_H2","HW","heating","yes","Black",222,-1,"10/25/2019 14:00","week1","tank3_heating_yes_10/25/2019 14:00",15.86486905,"tank3_heating_yes_Black"
"10/25/2019","D2",20,"14:00","tank3","D2_H2","HNW","heating","no","Black",218,0,"10/25/2019 14:00","week1","tank3_heating_no_10/25/2019 14:00",15.47467443,"tank3_heating_no_Black"
"10/25/2019","D2",20,"14:00","tank2","D2_C2","CW","control","yes","Black",225,3,"10/25/2019 14:00","week1","tank2_control_yes_10/25/2019 14:00",16.55753912,"tank2_control_yes_Black"
"10/25/2019","D2",20,"14:00","tank2","D2_C2","CNW","control","no","Black",221,-2,"10/25/2019 14:00","week1","tank2_control_no_10/25/2019 14:00",16.64143263,"tank2_control_no_Black"
"10/25/2019","D2",20,"14:00","tank1","D2_C1","CW","control","yes","Black",228,-1,"10/25/2019 14:00","week1","tank1_control_yes_10/25/2019 14:00",16.62670817,"tank1_control_yes_Black"
"10/25/2019","D2",20,"14:00","tank1","D2_C1","CNW","control","no","Black",221,-11,"10/25/2019 14:00","week1","tank1_control_no_10/25/2019 14:00",16.0843588,"tank1_control_no_Black"
"10/26/2019","D3",20,"14:00","tank4","D3_H1","HW","heating","yes","Black",225,0,"10/26/2019 14:00","week1","tank4_heating_yes_10/26/2019 14:00",16.05468106,"tank4_heating_yes_Black"
"10/26/2019","D3",20,"14:00","tank4","D3_H1","HNW","heating","no","Black",226,0,"10/26/2019 14:00","week1","tank4_heating_no_10/26/2019 14:00",16.37087957,"tank4_heating_no_Black"
"10/26/2019","D3",20,"14:00","tank3","D3_H2","HW","heating","yes","Black",224,1,"10/26/2019 14:00","week1","tank3_heating_yes_10/26/2019 14:00",15.94186021,"tank3_heating_yes_Black"
"10/26/2019","D3",20,"14:00","tank3","D3_H2","HNW","heating","no","Black",220,-2,"10/26/2019 14:00","week1","tank3_heating_no_10/26/2019 14:00",15.7532344,"tank3_heating_no_Black"
"10/26/2019","D3",20,"14:00","tank2","D3_C2","CW","control","yes","Black",227,1,"10/26/2019 14:00","week1","tank2_control_yes_10/26/2019 14:00",16.59641736,"tank2_control_yes_Black"
"10/26/2019","D3",20,"14:00","tank2","D3_C2","CNW","control","no","Black",221,-1,"10/26/2019 14:00","week1","tank2_control_no_10/26/2019 14:00",17.54783246,"tank2_control_no_Black"
"10/26/2019","D3",20,"14:00","tank1","D3_C1","CW","control","yes","Black",229,1,"10/26/2019 14:00","week1","tank1_control_yes_10/26/2019 14:00",16.72287256,"tank1_control_yes_Black"
"10/26/2019","D3",20,"14:00","tank1","D3_C1","CNW","control","no","Black",224,-2,"10/26/2019 14:00","week1","tank1_control_no_10/26/2019 14:00",16.3050985,"tank1_control_no_Black"
"10/27/2019","D4",20,"14:00","tank4","D4_H1","HW","heating","yes","Black",226,0,"10/27/2019 14:00","week1","tank4_heating_yes_10/27/2019 14:00",15.93877718,"tank4_heating_yes_Black"
"10/27/2019","D4",20,"14:00","tank4","D4_H1","HNW","heating","no","Black",227,0,"10/27/2019 14:00","week1","tank4_heating_no_10/27/2019 14:00",16.33247306,"tank4_heating_no_Black"
"10/27/2019","D4",20,"14:00","tank3","D4_H2","HW","heating","yes","Black",223,0,"10/27/2019 14:00","week1","tank3_heating_yes_10/27/2019 14:00",15.94186021,"tank3_heating_yes_Black"
"10/27/2019","D4",20,"14:00","tank3","D4_H2","HNW","heating","no","Black",225,0,"10/27/2019 14:00","week1","tank3_heating_no_10/27/2019 14:00",15.77244543,"tank3_heating_no_Black"
"10/27/2019","D4",20,"14:00","tank2","D4_C2","CW","control","yes","Black",224,-1,"10/27/2019 14:00","week1","tank2_control_yes_10/27/2019 14:00",16.67417382,"tank2_control_yes_Black"
"10/27/2019","D4",20,"14:00","tank2","D4_C2","CNW","control","no","Black",222,-1,"10/27/2019 14:00","week1","tank2_control_no_10/27/2019 14:00",17.36462398,"tank2_control_no_Black"
"10/27/2019","D4",20,"14:00","tank1","D4_C1","CW","control","yes","Black",231,-1,"10/27/2019 14:00","week1","tank1_control_yes_10/27/2019 14:00",16.66517393,"tank1_control_yes_Black"
"10/27/2019","D4",20,"14:00","tank1","D4_C1","CNW","control","no","Black",225,0,"10/27/2019 14:00","week1","tank1_control_no_10/27/2019 14:00",16.32429326,"tank1_control_no_Black"
"10/28/2019","D5",20,"14:00","tank4","D5_H1","HW","heating","yes","Black",226,2,"10/28/2019 14:00","week1","tank4_heating_yes_10/28/2019 14:00",15.85184927,"tank4_heating_yes_Black"
"10/28/2019","D5",20,"14:00","tank4","D5_H1","HNW","heating","no","Black",226,-2,"10/28/2019 14:00","week1","tank4_heating_no_10/28/2019 14:00",16.26526167,"tank4_heating_no_Black"
"10/28/2019","D5",20,"14:00","tank3","D5_H2","HW","heating","yes","Black",222,1,"10/28/2019 14:00","week1","tank3_heating_yes_10/28/2019 14:00",15.93223631,"tank3_heating_yes_Black"
"10/28/2019","D5",20,"14:00","tank3","D5_H2","HNW","heating","no","Black",222,1,"10/28/2019 14:00","week1","tank3_heating_no_10/28/2019 14:00",15.82047301,"tank3_heating_no_Black"
"10/28/2019","D5",20,"14:00","tank2","D5_C2","CW","control","yes","Black",224,0,"10/28/2019 14:00","week1","tank2_control_yes_10/28/2019 14:00",16.5866978,"tank2_control_yes_Black"
"10/28/2019","D5",20,"14:00","tank2","D5_C2","CNW","control","no","Black",221,-3,"10/28/2019 14:00","week1","tank2_control_no_10/28/2019 14:00",17.37426653,"tank2_control_no_Black"
"10/28/2019","D5",20,"14:00","tank1","D5_C1","CW","control","yes","Black",230,1,"10/28/2019 14:00","week1","tank1_control_yes_10/28/2019 14:00",16.67479037,"tank1_control_yes_Black"
"10/28/2019","D5",20,"14:00","tank1","D5_C1","CNW","control","no","Black",224,-2,"10/28/2019 14:00","week1","tank1_control_no_10/28/2019 14:00",16.20912472,"tank1_control_no_Black"
"10/24/2019","D1",20,"14:00","tank4","D1_H1","HW","heating","yes","White",224,0,"10/24/2019 14:00","week1","tank4_heating_yes_10/24/2019 14:00",15.87116659,"tank4_heating_yes_White"
"10/24/2019","D1",20,"14:00","tank4","D1_H1","HNW","heating","no","White",220,0,"10/24/2019 14:00","week1","tank4_heating_no_10/24/2019 14:00",16.04442424,"tank4_heating_no_White"
"10/24/2019","D1",20,"14:00","tank3","D1_H2","HW","heating","yes","White",226,-6,"10/24/2019 14:00","week1","tank3_heating_yes_10/24/2019 14:00",16.11509031,"tank3_heating_yes_White"
"10/24/2019","D1",20,"14:00","tank3","D1_H2","HNW","heating","no","White",225,-5,"10/24/2019 14:00","week1","tank3_heating_no_10/24/2019 14:00",16.08942747,"tank3_heating_no_White"
"10/24/2019","D1",20,"14:00","tank2","D1_C2","CW","control","yes","White",221,-6,"10/24/2019 14:00","week1","tank2_control_yes_10/24/2019 14:00",16.45062398,"tank2_control_yes_White"
"10/24/2019","D1",20,"14:00","tank2","D1_C2","CNW","control","no","White",224,-4,"10/24/2019 14:00","week1","tank2_control_no_10/24/2019 14:00",16.77642835,"tank2_control_no_White"
"10/24/2019","D1",20,"14:00","tank1","D1_C1","CW","control","yes","White",219,3,"10/24/2019 14:00","week1","tank1_control_yes_10/24/2019 14:00",16.94405067,"tank1_control_yes_White"
"10/24/2019","D1",20,"14:00","tank1","D1_C1","CNW","control","no","White",224,1,"10/24/2019 14:00","week1","tank1_control_no_10/24/2019 14:00",16.31469588,"tank1_control_no_White"
"10/25/2019","D2",20,"14:00","tank4","D2_H1","HW","heating","yes","White",225,-3,"10/25/2019 14:00","week1","tank4_heating_yes_10/25/2019 14:00",15.65867615,"tank4_heating_yes_White"
"10/25/2019","D2",20,"14:00","tank4","D2_H1","HNW","heating","no","White",219,-2,"10/25/2019 14:00","week1","tank4_heating_no_10/25/2019 14:00",15.79478194,"tank4_heating_no_White"
"10/25/2019","D2",20,"14:00","tank3","D2_H2","HW","heating","yes","White",229,2,"10/25/2019 14:00","week1","tank3_heating_yes_10/25/2019 14:00",15.86486905,"tank3_heating_yes_White"
"10/25/2019","D2",20,"14:00","tank3","D2_H2","HNW","heating","no","White",226,-4,"10/25/2019 14:00","week1","tank3_heating_no_10/25/2019 14:00",15.47467443,"tank3_heating_no_White"
"10/25/2019","D2",20,"14:00","tank2","D2_C2","CW","control","yes","White",221,-2,"10/25/2019 14:00","week1","tank2_control_yes_10/25/2019 14:00",16.55753912,"tank2_control_yes_White"
"10/25/2019","D2",20,"14:00","tank2","D2_C2","CNW","control","no","White",226,0,"10/25/2019 14:00","week1","tank2_control_no_10/25/2019 14:00",16.64143263,"tank2_control_no_White"
"10/25/2019","D2",20,"14:00","tank1","D2_C1","CW","control","yes","White",219,-3,"10/25/2019 14:00","week1","tank1_control_yes_10/25/2019 14:00",16.62670817,"tank1_control_yes_White"
"10/25/2019","D2",20,"14:00","tank1","D2_C1","CNW","control","no","White",223,-1,"10/25/2019 14:00","week1","tank1_control_no_10/25/2019 14:00",16.0843588,"tank1_control_no_White"
"10/26/2019","D3",20,"14:00","tank4","D3_H1","HW","heating","yes","White",226,2,"10/26/2019 14:00","week1","tank4_heating_yes_10/26/2019 14:00",16.05468106,"tank4_heating_yes_White"
"10/26/2019","D3",20,"14:00","tank4","D3_H1","HNW","heating","no","White",221,-1,"10/26/2019 14:00","week1","tank4_heating_no_10/26/2019 14:00",16.37087957,"tank4_heating_no_White"
"10/26/2019","D3",20,"14:00","tank3","D3_H2","HW","heating","yes","White",225,-3,"10/26/2019 14:00","week1","tank3_heating_yes_10/26/2019 14:00",15.94186021,"tank3_heating_yes_White"
